,step,train_error,validation_error
0,0,0.6666666865348816,0.5833333134651184
1,20,0.9166666865348816,0.5833333134651184
2,40,0.75,0.8333333134651184
3,60,0.75,0.6666666865348816
4,80,0.75,0.8333333134651184
5,100,0.75,0.75
6,120,0.9166666865348816,0.8333333134651184
7,140,0.8333333134651184,0.9166666865348816
8,160,0.6666666865348816,0.8333333134651184
9,180,0.5,0.5833333134651184
10,200,0.75,0.6666666865348816
11,220,0.5833333134651184,0.8333333134651184
12,240,0.5,0.9166666865348816
13,260,0.5,0.75
14,280,0.6666666865348816,0.6666666865348816
15,300,0.6666666865348816,0.75
16,320,0.5833333134651184,0.6666666865348816
17,340,0.6666666865348816,0.75
18,360,0.1666666716337204,0.6666666865348816
19,380,0.75,0.5833333134651184
20,400,0.4166666567325592,0.5833333134651184
21,420,0.4166666567325592,0.4166666567325592
22,440,0.6666666865348816,0.75
23,460,0.9166666865348816,0.8333333134651184
24,480,0.1666666716337204,0.5833333134651184
25,500,0.3333333432674408,0.4166666567325592
26,520,0.3333333432674408,0.5833333134651184
27,540,0.25,0.6666666865348816
28,560,0.8333333134651184,0.5
29,580,0.5,0.5833333134651184
30,600,0.6666666865348816,0.25
31,620,0.3333333432674408,0.4166666567325592
32,640,0.75,0.9166666865348816
33,660,0.75,0.75
34,680,0.75,0.8333333134651184
35,700,0.9166666865348816,0.8333333134651184
36,720,0.6666666865348816,0.8333333134651184
37,740,0.25,0.5833333134651184
38,760,0.5833333134651184,0.8333333134651184
39,780,0.5,0.6666666865348816
40,800,0.75,0.4166666567325592
41,820,0.75,0.4166666567325592
42,840,0.3333333432674408,0.25
43,860,0.3333333432674408,0.6666666865348816
44,880,0.75,0.5
45,900,0.8333333134651184,0.9166666865348816
46,920,0.5833333134651184,0.5
47,940,0.4166666567325592,0.25
48,960,0.3333333432674408,0.4166666567325592
49,980,0.3333333432674408,0.4166666567325592
50,1000,0.5,0.6666666865348816
51,1020,0.3333333432674408,0.0833333358168602
52,1040,0.25,0.3333333432674408
53,1060,0.3333333432674408,0.5833333134651184
54,1080,0.3333333432674408,0.4166666567325592
55,1100,0.1666666716337204,0.4166666567325592
56,1120,0.1666666716337204,0.4166666567325592
57,1140,0.25,0.5
58,1160,0.0833333358168602,0.4166666567325592
59,1180,0.25,0.25
60,1200,0.25,0.25
61,1220,0.5,0.8333333134651184
62,1240,0.3333333432674408,0.5
63,1260,0.25,0.5833333134651184
64,1280,0.25,0.4166666567325592
65,1300,0.5,0.6666666865348816
66,1320,0.4166666567325592,0.5
67,1340,0.25,0.5833333134651184
68,1360,0.25,0.75
69,1380,0.0833333358168602,0.75
70,1400,0.5,0.1666666716337204
71,1420,0.5833333134651184,0.6666666865348816
72,1440,0.25,0.4166666567325592
73,1460,0.8333333134651184,0.5
74,1480,0.25,0.1666666716337204
75,1500,0.1666666716337204,0.4166666567325592
76,1520,0.3333333432674408,0.3333333432674408
77,1540,0.1666666716337204,0.25
78,1560,0.25,0.6666666865348816
79,1580,0.5,0.5
80,1600,0.3333333432674408,0.25
81,1620,0.5833333134651184,0.5
82,1640,0.25,0.3333333432674408
83,1660,0.3333333432674408,0.4166666567325592
84,1680,0.1666666716337204,0.3333333432674408
85,1700,0.1666666716337204,0.5
86,1720,0.5,0.25
87,1740,0.5,0.1666666716337204
88,1760,0.4166666567325592,0.25
89,1780,0.5833333134651184,0.1666666716337204
90,1800,0.25,0.4166666567325592
91,1820,0.3333333432674408,0.4166666567325592
92,1840,0.25,0.5833333134651184
93,1860,0.4166666567325592,0.5833333134651184
94,1880,0.25,0.6666666865348816
95,1900,0.0833333358168602,0.4166666567325592
96,1920,0.5,0.25
97,1940,0.25,0.75
98,1960,0.75,0.3333333432674408
99,1980,0.3333333432674408,0.3333333432674408
100,2000,0.1666666716337204,0.25
101,2020,0.3333333432674408,0.5
102,2040,0.1666666716337204,0.3333333432674408
103,2060,0.5,0.5
104,2080,0.25,0.5
105,2100,0.3333333432674408,0.4166666567325592
106,2120,0.0833333358168602,0.25
107,2140,0.3333333432674408,0.3333333432674408
108,2160,0.1666666716337204,0.6666666865348816
109,2180,0.0833333358168602,0.0833333358168602
110,2200,0.1666666716337204,0.5
111,2220,0.25,0.4166666567325592
112,2240,0.0,0.5
113,2260,0.25,0.0833333358168602
114,2280,0.3333333432674408,0.6666666865348816
115,2300,0.0,0.5
116,2320,0.1666666716337204,0.25
117,2340,0.25,0.5
118,2360,0.1666666716337204,0.25
119,2380,0.4166666567325592,0.4166666567325592
120,2400,0.5833333134651184,0.5
121,2420,0.0,0.4166666567325592
122,2440,0.4166666567325592,0.3333333432674408
123,2460,0.25,0.25
124,2480,0.4166666567325592,0.0
125,2500,0.3333333432674408,0.6666666865348816
126,2520,0.3333333432674408,0.4166666567325592
127,2540,0.0833333358168602,0.6666666865348816
128,2560,0.4166666567325592,0.25
129,2580,0.25,0.5833333134651184
130,2600,0.6666666865348816,0.5
131,2620,0.0,0.25
132,2640,0.1666666716337204,0.4166666567325592
133,2660,0.0,0.3333333432674408
134,2680,0.3333333432674408,0.3333333432674408
135,2700,0.25,0.4166666567325592
136,2720,0.1666666716337204,0.3333333432674408
137,2740,0.1666666716337204,0.4166666567325592
138,2760,0.0833333358168602,0.4166666567325592
139,2780,0.3333333432674408,0.4166666567325592
140,2800,0.0833333358168602,0.75
141,2820,0.25,0.0
142,2840,0.0833333358168602,0.3333333432674408
143,2860,0.0833333358168602,0.3333333432674408
144,2880,0.3333333432674408,0.6666666865348816
145,2900,0.1666666716337204,0.1666666716337204
146,2920,0.25,0.4166666567325592
147,2940,0.1666666716337204,0.5
148,2960,0.3333333432674408,0.5
149,2980,0.25,0.5833333134651184
150,3000,0.3333333432674408,0.4166666567325592
151,3020,0.1666666716337204,0.6666666865348816
152,3040,0.0833333358168602,0.25
153,3060,0.5,0.75
154,3080,0.25,0.4166666567325592
155,3100,0.1666666716337204,0.4166666567325592
156,3120,0.0,0.0833333358168602
157,3140,0.0833333358168602,0.3333333432674408
158,3160,0.4166666567325592,0.3333333432674408
159,3180,0.4166666567325592,0.3333333432674408
160,3200,0.0833333358168602,0.25
161,3220,0.1666666716337204,0.25
162,3240,0.0833333358168602,0.3333333432674408
163,3260,0.0,0.3333333432674408
164,3280,0.0833333358168602,0.25
165,3300,0.0,0.1666666716337204
166,3320,0.0,0.1666666716337204
167,3340,0.25,0.4166666567325592
168,3360,0.25,0.5
169,3380,0.1666666716337204,0.4166666567325592
170,3400,0.1666666716337204,0.1666666716337204
171,3420,0.5,0.3333333432674408
172,3440,0.0833333358168602,0.1666666716337204
173,3460,0.6666666865348816,0.5833333134651184
174,3480,0.1666666716337204,0.5
