,step,train_error,validation_error
0,0,0.5833333134651184,0.6666666269302368
1,20,0.9166666865348816,0.7083333730697632
2,40,0.6666666865348816,0.8333333730697632
3,60,0.9166666865348816,0.9166666865348816
4,80,0.75,1.0
5,100,0.75,1.0
6,120,0.6666666865348816,0.6666666269302368
7,140,0.75,0.625
8,160,0.6666666865348816,0.75
9,180,0.5833333134651184,0.7083333730697632
10,200,0.5,0.7083333134651184
11,220,0.75,0.875
12,240,0.5833333134651184,0.7083333730697632
13,260,0.5,0.625
14,280,0.3333333432674408,0.5416666269302368
15,300,0.5833333134651184,0.8333333730697632
16,320,0.5833333134651184,0.5833333134651184
17,340,0.5833333134651184,0.6666666865348816
18,360,0.5,0.625
19,380,0.75,0.6666666269302368
20,400,0.3333333432674408,0.5833333730697632
21,420,0.3333333432674408,0.625
22,440,0.6666666865348816,0.6666666865348816
23,460,0.5,0.7083333730697632
24,480,0.25,0.7916666269302368
25,500,0.5833333134651184,0.4166666865348816
26,520,0.5833333134651184,0.6666666269302368
27,540,0.5,0.7916666269302368
28,560,0.25,0.625
29,580,0.4166666567325592,0.625
30,600,0.5833333134651184,0.4166666865348816
31,620,0.3333333432674408,0.8333333730697632
32,640,0.5833333134651184,0.4583333134651184
33,660,0.4166666567325592,0.4166666865348816
34,680,0.25,0.5833333134651184
35,700,0.4166666567325592,0.5416666269302368
36,720,0.25,0.5833333730697632
37,740,0.75,0.375
38,760,0.3333333432674408,0.7916666865348816
39,780,0.4166666567325592,0.625
40,800,0.3333333432674408,0.375
41,820,0.25,0.1666666716337204
42,840,0.1666666716337204,0.2916666865348816
43,860,0.75,0.75
44,880,0.3333333432674408,0.7083333730697632
45,900,0.4166666567325592,0.625
46,920,0.3333333432674408,0.75
47,940,0.25,0.3333333134651184
48,960,0.4166666567325592,0.375
49,980,0.3333333432674408,0.4583333134651184
50,1000,0.25,0.5416666865348816
51,1020,0.25,0.5833333134651184
52,1040,0.25,0.5
53,1060,0.4166666567325592,0.7083333134651184
54,1080,0.4166666567325592,0.2083333432674408
55,1100,0.4166666567325592,0.375
56,1120,0.4166666567325592,0.5416666269302368
57,1140,0.4166666567325592,0.7916666269302368
58,1160,0.1666666716337204,0.75
59,1180,0.3333333432674408,0.4583333134651184
60,1200,0.3333333432674408,0.4583333134651184
61,1220,0.75,0.75
62,1240,0.5,0.4583333134651184
63,1260,0.3333333432674408,0.25
64,1280,0.25,0.2083333432674408
65,1300,0.3333333432674408,0.4583333134651184
66,1320,0.1666666716337204,0.5
67,1340,0.4166666567325592,0.5833333730697632
68,1360,0.3333333432674408,0.5416666865348816
69,1380,0.5,0.5
70,1400,0.4166666567325592,0.625
71,1420,0.3333333432674408,0.375
72,1440,0.4166666567325592,0.2083333432674408
73,1460,0.6666666865348816,0.4166666865348816
74,1480,0.25,0.75
75,1500,0.25,0.6666666865348816
76,1520,0.0833333358168602,0.2083333432674408
77,1540,0.25,0.5416666269302368
78,1560,0.25,0.625
79,1580,0.4166666567325592,0.1666666716337204
80,1600,0.5833333134651184,0.5416666269302368
81,1620,0.25,0.875
82,1640,0.3333333432674408,0.7916666865348816
83,1660,0.3333333432674408,0.625
84,1680,0.3333333432674408,0.375
85,1700,0.1666666716337204,0.4583333134651184
86,1720,0.25,0.1666666716337204
87,1740,0.5833333134651184,0.2083333432674408
88,1760,0.0833333358168602,0.375
89,1780,0.25,0.25
90,1800,0.5,0.5
91,1820,0.25,0.1666666716337204
92,1840,0.1666666716337204,0.5
93,1860,0.1666666716337204,0.25
94,1880,0.25,0.1666666716337204
95,1900,0.4166666567325592,0.4166666567325592
96,1920,0.5,0.625
97,1940,0.6666666865348816,0.1666666716337204
98,1960,0.4166666567325592,0.2916666865348816
99,1980,0.3333333432674408,0.5
100,2000,0.0,0.2083333432674408
101,2020,0.0833333358168602,0.25
102,2040,0.1666666716337204,0.6666666269302368
103,2060,0.1666666716337204,0.125
104,2080,0.4166666567325592,0.25
105,2100,0.0833333358168602,0.2916666865348816
106,2120,0.1666666716337204,0.5416666269302368
107,2140,0.1666666716337204,0.375
108,2160,0.0833333358168602,0.4583333134651184
109,2180,0.4166666567325592,0.625
110,2200,0.0833333358168602,0.1666666716337204
111,2220,0.5833333134651184,0.5833333134651184
112,2240,0.4166666567325592,0.3333333134651184
113,2260,0.1666666716337204,0.5416666269302368
114,2280,0.25,0.7083333730697632
115,2300,0.25,0.2083333432674408
116,2320,0.3333333432674408,0.5
117,2340,0.5833333134651184,0.3333333432674408
118,2360,0.3333333432674408,0.375
119,2380,0.5,0.25
120,2400,0.1666666716337204,0.6666666269302368
121,2420,0.3333333432674408,0.4166666865348816
122,2440,0.0833333358168602,0.625
123,2460,0.0833333358168602,0.7916666269302368
124,2480,0.25,0.5
125,2500,0.25,0.375
126,2520,0.0,0.25
127,2540,0.1666666716337204,0.5416666269302368
128,2560,0.0833333358168602,0.2083333432674408
129,2580,0.1666666716337204,0.25
130,2600,0.0,0.5
131,2620,0.0833333358168602,0.6666666865348816
132,2640,0.1666666716337204,0.5833333134651184
133,2660,0.0833333358168602,0.4583333134651184
134,2680,0.0833333358168602,0.25
135,2700,0.3333333432674408,0.0833333358168602
136,2720,0.25,0.375
137,2740,0.5833333134651184,0.75
138,2760,0.25,0.4166666567325592
139,2780,0.0833333358168602,0.2916666567325592
140,2800,0.1666666716337204,0.3333333134651184
141,2820,0.1666666716337204,0.1666666716337204
142,2840,0.3333333432674408,0.2916666865348816
143,2860,0.1666666716337204,0.75
144,2880,0.1666666716337204,0.375
145,2900,0.0833333358168602,0.4583333134651184
146,2920,0.0,0.5
147,2940,0.1666666716337204,0.4166666567325592
148,2960,0.25,0.5833333134651184
149,2980,0.1666666716337204,0.25
150,3000,0.1666666716337204,0.75
151,3020,0.75,0.7916666269302368
152,3040,0.0,0.3333333134651184
153,3060,0.1666666716337204,0.0833333358168602
154,3080,0.1666666716337204,0.4166666567325592
155,3100,0.0833333358168602,0.5416666865348816
156,3120,0.0,0.2916666567325592
157,3140,0.0833333358168602,0.4583333134651184
158,3160,0.0833333358168602,0.3333333432674408
159,3180,0.0833333358168602,0.125
160,3200,0.0,0.4166666567325592
161,3220,0.25,0.2083333432674408
162,3240,0.0,0.625
163,3260,0.0833333358168602,0.2083333432674408
164,3280,0.25,0.5
165,3300,0.1666666716337204,0.2916666567325592
166,3320,0.0,0.125
167,3340,0.1666666716337204,0.125
168,3360,0.0833333358168602,0.2916666865348816
169,3380,0.0,0.3333333134651184
170,3400,0.0,0.4583333134651184
171,3420,0.3333333432674408,0.1666666716337204
172,3440,0.0,0.1666666716337204
173,3460,0.1666666716337204,0.2916666865348816
174,3480,0.5833333134651184,0.8333333730697632
175,3500,0.5833333134651184,0.7083333730697632
176,3520,0.4166666567325592,0.0416666679084301
177,3540,0.0833333358168602,0.125
178,3560,0.1666666716337204,0.6666666865348816
179,3580,0.5833333134651184,0.2083333432674408
180,3600,0.5,0.2916666865348816
181,3620,0.0,0.375
182,3640,0.0,0.0833333358168602
183,3660,0.0833333358168602,0.3333333432674408
184,3680,0.5833333134651184,0.3333333432674408
185,3700,0.0,0.1666666716337204
186,3720,0.1666666716337204,0.1666666716337204
187,3740,0.3333333432674408,0.3333333134651184
188,3760,0.0,0.0416666679084301
189,3780,0.4166666567325592,0.2083333432674408
190,3800,0.0,0.2083333432674408
191,3820,0.0833333358168602,0.2083333432674408
192,3840,0.0833333358168602,0.3333333432674408
193,3860,0.0,0.5
194,3880,0.0,0.2916666865348816
195,3900,0.0,0.375
196,3920,0.1666666716337204,0.2083333432674408
197,3940,0.0,0.2916666865348816
198,3960,0.0,0.25
199,3980,0.0,0.5416666269302368
200,4000,0.5,0.2916666567325592
201,4020,0.0,0.2916666865348816
202,4040,0.0,0.375
203,4060,0.0,0.1666666716337204
204,4080,0.0,0.2083333432674408
205,4100,0.1666666716337204,0.0416666679084301
206,4120,0.0,0.3333333134651184
207,4140,0.0,0.0416666679084301
208,4160,0.0,0.5833333730697632
209,4180,0.0,0.25
210,4200,0.0,0.5
211,4220,0.0,0.4166666567325592
212,4240,0.0,0.1666666716337204
213,4260,0.1666666716337204,0.2916666865348816
214,4280,0.0,0.125
215,4300,0.25,0.25
216,4320,0.25,0.7916666269302368
217,4340,0.1666666716337204,0.4583333134651184
218,4360,0.25,0.1666666716337204
219,4380,0.25,0.4166666865348816
220,4400,0.5833333134651184,0.625
221,4420,0.0833333358168602,0.125
222,4440,0.25,0.0416666679084301
223,4460,0.0,0.0833333358168602
224,4480,0.0,0.125
225,4500,0.0,0.1666666716337204
226,4520,0.0,0.125
227,4540,0.5,0.25
228,4560,0.0,0.1666666716337204
229,4580,0.0833333358168602,0.2916666865348816
230,4600,0.0,0.5416666865348816
231,4620,0.0,0.4583333134651184
232,4640,0.0833333358168602,0.1666666716337204
233,4660,0.1666666716337204,0.2083333432674408
234,4680,0.0833333358168602,0.125
235,4700,0.0,0.4166666567325592
236,4720,0.0,0.3333333432674408
237,4740,0.0833333358168602,0.375
238,4760,0.25,0.25
239,4780,0.4166666567325592,0.2083333432674408
240,4800,0.0833333358168602,0.2083333432674408
241,4820,0.0833333358168602,0.3333333432674408
