,step,train_error,validation_error
0,0,0.9166666865348816,0.75
1,20,0.75,0.75
2,40,0.5,0.8333333134651184
3,60,0.75,0.5833333134651184
4,80,0.75,0.8333333134651184
5,100,0.8333333134651184,1.0
6,120,0.75,0.8333333134651184
7,140,0.8333333134651184,1.0
8,160,0.8333333134651184,0.5833333134651184
9,180,0.75,0.6666666865348816
10,200,0.4166666567325592,0.5833333134651184
11,220,0.6666666865348816,0.8333333134651184
12,240,0.6666666865348816,0.5833333134651184
13,260,0.6666666865348816,0.5833333134651184
14,280,0.75,0.75
15,300,0.6666666865348816,0.5833333134651184
16,320,0.5833333134651184,0.4166666567325592
17,340,0.5833333134651184,0.5
18,360,0.6666666865348816,0.4166666567325592
19,380,0.75,0.8333333134651184
20,400,0.75,0.4166666567325592
21,420,0.5833333134651184,0.9166666865348816
22,440,0.5833333134651184,0.5833333134651184
23,460,0.5,0.8333333134651184
24,480,0.9166666865348816,0.9166666865348816
25,500,0.75,0.8333333134651184
26,520,0.6666666865348816,0.5833333134651184
27,540,0.3333333432674408,0.9166666865348816
28,560,0.6666666865348816,0.8333333134651184
29,580,0.5833333134651184,0.5
30,600,0.5,0.5
31,620,0.5,0.8333333134651184
32,640,0.5833333134651184,0.8333333134651184
33,660,0.3333333432674408,0.6666666865348816
34,680,0.6666666865348816,0.1666666716337204
35,700,0.3333333432674408,0.5833333134651184
36,720,0.4166666567325592,0.75
37,740,0.5833333134651184,0.6666666865348816
38,760,0.6666666865348816,0.5833333134651184
39,780,0.4166666567325592,0.4166666567325592
40,800,0.5833333134651184,0.5833333134651184
41,820,0.3333333432674408,0.5833333134651184
42,840,0.75,1.0
43,860,0.5833333134651184,0.5
44,880,0.5833333134651184,0.6666666865348816
45,900,0.3333333432674408,0.6666666865348816
46,920,0.4166666567325592,0.75
47,940,0.9166666865348816,0.5
48,960,0.4166666567325592,0.5
49,980,0.5833333134651184,0.8333333134651184
50,1000,0.5,0.4166666567325592
51,1020,0.5,0.6666666865348816
52,1040,0.5,0.75
53,1060,0.25,0.4166666567325592
54,1080,0.6666666865348816,0.1666666716337204
55,1100,0.75,0.5833333134651184
56,1120,0.5,0.5
57,1140,0.3333333432674408,0.5
58,1160,0.25,0.5
59,1180,0.4166666567325592,0.5833333134651184
60,1200,0.8333333134651184,0.5
61,1220,0.5,0.3333333432674408
62,1240,0.5833333134651184,0.5833333134651184
